"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","celltype","contrast","direction"
"GO:0097062","dendritic spine maintenance","5/510","16/8692",0.3125,5.32598039215686,4.32389353217667,0.00173371704513922,0.0363669746056218,0.0363669746056218,"PRNP/NEDD9/CFL1/APOE/VPS35",5,"Astrocyte","PD_vs_Ctrl","Down"
"GO:1904951","positive regulation of establishment of protein localization","20/510","167/8692",0.119760479041916,2.04109428202419,3.39149614997373,0.0017918935148869,0.0365814251662887,0.0365814251662887,"ZDHHC2/HPCA/VPS28/LRRC8A/YWHAE/STOM/CIB1/RAN/PRNP/BSG/TMED10/ERBB2/CD81/CD38/RACK1/ALDOA/APOE/VPS35/B3GAT3/PHPT1",20,"Astrocyte","PD_vs_Ctrl","Down"
"GO:2000146","negative regulation of cell motility","21/510","179/8692",0.11731843575419,1.99947420308906,3.37323822836377,0.00180291358599086,0.0365814251662887,0.0365814251662887,"RHOA/BST2/IDH2/ATP1B2/CD63/GJA1/CLIC4/RHOB/ADGRG1/STK24/DAB2IP/CD74/DPYSL3/CALR/FGF2/DAG1/GSTP1/NEDD9/GADD45A/CFL1/APOE",21,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0003012","muscle system process","27/510","253/8692",0.106719367588933,1.81883282957452,3.29989589617424,0.00180626573148581,0.0365814251662887,0.0365814251662887,"LMOD1/MTPN/SSPN/SRI/RPL7A/PARP1/RPL41/CALM1/ENO1/GJA1/RPL13/RPL28/CALM3/STUB1/AGT/RPL15/C12orf57/RPL18/UBA52/CD38/DAG1/EEF2/ALDOA/JUND/RPL29/RPL19/RPL8",27,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0002501","peptide antigen assembly with MHC protein complex","4/510","10/8692",0.4,6.81725490196078,4.59513662855218,0.0018513870847828,0.0365814251662887,0.0365814251662887,"B2M/HLA-A/CALR/TAPBP",4,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0044829","host-mediated activation of viral genome replication","4/510","10/8692",0.4,6.81725490196078,4.59513662855218,0.0018513870847828,0.0365814251662887,0.0365814251662887,"NUCKS1/EEF1A1/STOM/PPIB",4,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0072234","metanephric nephron tubule development","4/510","10/8692",0.4,6.81725490196078,4.59513662855218,0.0018513870847828,0.0365814251662887,0.0365814251662887,"AQP1/STAT1/HES1/SOX9",4,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0050878","regulation of body fluid levels","19/510","156/8692",0.121794871794872,2.07576671694319,3.38488115481051,0.00189923603092232,0.0373600829904987,0.0373600829904987,"PLSCR1/CSRP1/CD59/FN1/GNAI2/SERPING1/ANGPTL4/CD9/WFS1/F3/PROS1/AQP1/ADGRG1/ACTB/ANXA5/DDR1/ACTG1/APOE/MT-CO2",19,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0030855","epithelial cell differentiation","25/510","231/8692",0.108225108225108,1.84449537390714,3.24775038349897,0.00217436511102913,0.0423953303146031,0.0423953303146031,"ASAH1/RHOA/BTG1/ID2/CNN3/CD63/ZFP36/CLIC4/LGALS3/CEBPB/STAT1/PLEC/ZFP36L1/FGFR2/GSTM3/FSTL1/FGF2/HES1/PSAP/ANXA7/TUBB/CTSB/TXNIP/SOX9/CBR1",25,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0045806","negative regulation of endocytosis","8/510","41/8692",0.195121951219512,3.32549019607843,3.72617725657572,0.0022762670406688,0.0438032953130439,0.0438032953130439,"PLSCR1/CD47/B2M/SYT11/SDCBP/LGALS3/LRPAP1/RACK1",8,"Astrocyte","PD_vs_Ctrl","Down"
"GO:1900242","regulation of synaptic vesicle endocytosis","5/510","17/8692",0.294117647058824,5.01268742791234,4.13442650017964,0.00233899476362888,0.0442636283023774,0.0442636283023774,"PARK7/SYT11/CALM3/ACTB/ACTG1",5,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0050866","negative regulation of cell activation","14/510","102/8692",0.137254901960784,2.33925413302576,3.39669635117919,0.00241353989230083,0.0447146145989415,0.0447146145989415,"HLA-E/SDC4/ID2/FN1/SYT11/CD9/LGALS1/PSMB1/LGALS3/CEBPB/PRNP/PSMA7/VSIR/APOE",14,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0042176","regulation of protein catabolic process","28/510","272/8692",0.102941176470588,1.75444059976932,3.15604860771678,0.00255198445583589,0.0464295459174328,0.0464295459174328,"PSMD7/ZDHHC2/ELOB/CLU/PARK7/GABARAPL2/VPS28/PML/UBB/PSMB1/EEF1A1/CST3/MAP1A/STUB1/DAB2IP/NUPR1/FBXO2/CD81/RACK1/PSMA7/PSMB5/APOE/VPS35/GFAP/TMEM9/PINK1/TIPARP/TIMP3",28,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0051881","regulation of mitochondrial membrane potential","8/510","42/8692",0.19047619047619,3.24631185807656,3.64314843741518,0.00267063173268583,0.0482457797912959,0.0482457797912959,"PARK7/PARP1/UBB/BNIP3/IFI6/RACK1/PINK1/ARL6IP5",8,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0050673","epithelial cell proliferation","19/510","161/8692",0.118012422360248,2.01130191206918,3.23358305867179,0.00273384936651485,0.0491870621796534,0.0491870621796534,"ID2/B2M/HMGB2/SPARC/F3/ZFP36/PTN/CEBPB/DAB2IP/STAT1/NUPR1/ZFP36L1/ERBB2/FGFR2/FGF2/VEGFB/JUND/APOE/SOX9",19,"Astrocyte","PD_vs_Ctrl","Down"
"GO:1900407","regulation of cellular response to oxidative stress","4/510","11/8692",0.363636363636364,6.19750445632799,4.3062234365685,0.00277539251272,0.0493328805674648,0.0493328805674648,"PNPLA8/FADS2/ADCYAP1R1/PINK1",4,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0007416","synapse assembly","14/188","169/8692",0.0828402366863905,3.83003902807503,5.52384783619894,1.64654228665586e-05,0.0208256936434022,0.0208256936434022,"SNCA/SYNDIG1/MYCBP2/GRID2/ELMO1/PTEN/SRGAP2/LRP4/SRGAP2C/SRGAP1/DSCAM/SDK1/ZDHHC2/SRGAP2B",14,"Microglia","AD_vs_Ctrl","Up"
"GO:0040017","positive regulation of locomotion","21/188","346/8692",0.0606936416184971,2.80611240929775,5.0973659033777,1.73700611857687e-05,0.0208256936434022,0.0208256936434022,"RIN2/AKT3/LYVE1/P2RY12/FER/TIAM1/ADAM10/SHTN1/GAB1/INSR/PPP3CA/PREX1/SRGAP2C/DSCAM/HDAC9/MAP4K4/PDGFC/NIPBL/FOXP1/ATM/LPAR1",21,"Microglia","AD_vs_Ctrl","Up"
"GO:0032869","cellular response to insulin stimulus","12/188","128/8692",0.09375,4.3344414893617,5.65056572019508,1.96132992222766e-05,0.0208256936434022,0.0208256936434022,"AKT3/PDE3B/FER/PDK4/SORL1/GAB1/INSR/TBC1D4/IRS2/HDAC9/SESN3/APPL2",12,"Microglia","AD_vs_Ctrl","Up"
"GO:0032868","response to insulin","13/188","150/8692",0.0866666666666667,4.00695035460993,5.52324461345954,2.05723168305148e-05,0.0208256936434022,0.0208256936434022,"AKT3/PDE3B/FER/PDK4/SORL1/GAB1/SORT1/INSR/TBC1D4/IRS2/HDAC9/SESN3/APPL2",13,"Microglia","AD_vs_Ctrl","Up"
"GO:0051056","regulation of small GTPase mediated signal transduction","16/188","222/8692",0.0720720720720721,3.33218324707686,5.23358915965019,2.35265404918687e-05,0.0208256936434022,0.0208256936434022,"MCF2L/CHORDC1/PICALM/TIAM1/FGD4/STARD13/SRGAP2/LRP4/PREX1/ARHGAP22/MAP4K4/ARHGAP6/CHN2/FAM13A/RALGAPA2/LPAR1",16,"Microglia","AD_vs_Ctrl","Up"
"GO:0030335","positive regulation of cell migration","20/188","330/8692",0.0606060606060606,2.80206318504191,4.96219785395841,2.84801155197702e-05,0.0210088318817505,0.0210088318817505,"RIN2/AKT3/LYVE1/P2RY12/FER/TIAM1/ADAM10/SHTN1/GAB1/INSR/PPP3CA/PREX1/SRGAP2C/HDAC9/MAP4K4/PDGFC/NIPBL/FOXP1/ATM/LPAR1",20,"Microglia","AD_vs_Ctrl","Up"
"GO:1901888","regulation of cell junction assembly","14/188","185/8692",0.0756756756756757,3.49879240943071,5.10775431851816,4.53478076728334e-05,0.0232284399907047,0.0232284399907047,"SNCA/SYNDIG1/MYCBP2/GRID2/ELMO1/PTEN/SRGAP2/LRP4/PRKCH/SRGAP2C/SRGAP1/MAP4K4/ARHGAP6/SRGAP2B",14,"Microglia","AD_vs_Ctrl","Up"
"GO:0060284","regulation of cell development","23/188","428/8692",0.0537383177570093,2.4845396699145,4.68296283783518,4.7233610464605e-05,0.0232284399907047,0.0232284399907047,"TAL1/FOXO3/PSMA1/ZBTB16/TIAM1/PCM1/PTEN/SORL1/SHTN1/ZFP36L2/PPP3CA/LRP4/PRKCH/BHLHE41/DSCAM/HDAC9/HSPA1B/CDK6/SPP1/FOXP1/RECK/RFX3/APPL2",23,"Microglia","AD_vs_Ctrl","Up"
"GO:0032870","cellular response to hormone stimulus","20/188","369/8692",0.0542005420054201,2.50591016548463,4.39515782358645,0.000135376833808497,0.0499314888697008,0.0499314888697008,"FOXO3/AKT3/PADI2/CTBP2/NCOA3/PDE3B/FER/PDK4/SORL1/ZFP36L2/GAB1/INSR/PPP3CA/TBC1D4/IRS2/HDAC9/HSPA1B/FOXP1/SESN3/APPL2",20,"Microglia","AD_vs_Ctrl","Up"
"GO:0034097","response to cytokine","60/286","444/8692",0.135135135135135,4.10697410697411,12.3958979304387,7.81389684334648e-22,3.10281626138348e-18,3.10281626138348e-18,"SPPL2A/PTPN2/TNFAIP3/BCL2L1/IL21R/CCR1/IFNGR2/CALM1/DICER1/MNDA/MX1/IL15RA/JAK2/OAS1/STAT3/ZFP36/LAPTM5/GAPDH/GBP2/PIM1/PARP9/IFIT1/IL15/IFIH1/AQP4/ADAR/HCK/NFKB1/PRKCA/PARP14/GCH1/CD47/PTK2B/MCL1/PTPN1/IFIT2/NAIP/GBP1/EIF2AK2/TMSB4X/STAT1/TNFSF13B/IFIT3/XAF1/IRF1/ISG15/CASP4/CD74/IFITM3/MT2A/ZFP36L1/MX2/SLC11A1/IL4R/PSMB9/PLSCR1/SBNO2/STAT2/LYN/RPL13A",60,"Microglia","AD_vs_Ctrl","Down"
"GO:1901652","response to peptide","60/286","449/8692",0.133630289532294,4.06123942872273,12.2857314413206,1.40208597441639e-21,3.10281626138348e-18,3.10281626138348e-18,"SPPL2A/PTPN2/TNFAIP3/BCL2L1/IL21R/CCR1/IFNGR2/CALM1/DICER1/MNDA/MX1/IL15RA/JAK2/OAS1/STAT3/ZFP36/LAPTM5/GAPDH/GBP2/PIM1/PARP9/IFIT1/IL15/IFIH1/AQP4/ADAR/HCK/NFKB1/PRKCA/PARP14/GCH1/CD47/PTK2B/MCL1/PTPN1/IFIT2/NAIP/GBP1/EIF2AK2/TMSB4X/STAT1/TNFSF13B/IFIT3/XAF1/IRF1/ISG15/CASP4/CD74/IFITM3/MT2A/ZFP36L1/MX2/SLC11A1/IL4R/PSMB9/PLSCR1/SBNO2/STAT2/LYN/RPL13A",60,"Microglia","AD_vs_Ctrl","Down"
"GO:0050776","regulation of immune response","58/286","491/8692",0.118126272912424,3.59004742711464,10.8977854993417,3.24449952763909e-18,4.78671830311021e-15,4.78671830311021e-15,"HAVCR2/SPPL2A/PTPN2/TNFAIP3/MNDA/PIK3AP1/OAS1/C1QB/CD226/DDX60/LAPTM5/GBP2/PIM1/PARP9/FCGR1A/IL15/IFIH1/SERPING1/HCK/NFKB1/HLA-B/PARP14/PDE4B/FPR1/PIK3CD/BCL6/CD47/HLA-E/RSAD2/HLA-A/LCP2/PTPN1/TRIM25/GPR65/HLA-DRB1/NAIP/GBP1/EIF2AK2/JUNB/APOE/MSR1/HLA-DRA/TFRC/ZNFX1/IRF1/ISG15/CD74/GRB2/B2M/ALPK1/LAIR1/CLU/RPS19/SLC11A1/PLSCR1/STAT2/LYN/FCGR3A",58,"Microglia","AD_vs_Ctrl","Down"
"GO:0031347","regulation of defense response","53/286","438/8692",0.121004566210046,3.67752338985216,10.6062362106648,4.11459209634028e-17,4.55279615460052e-14,4.55279615460052e-14,"HAVCR2/PTPN2/TNFAIP3/CCR1/MNDA/PIK3AP1/JAK2/OAS1/STAT3/CD226/DDX60/GBP2/PIM1/CUL1/PARP9/IL15/IFIH1/SERPING1/HCK/NFKB1/HLA-B/PARP14/BCL6/CD47/HLA-E/RSAD2/HLA-A/PTPN1/TRIM25/HLA-DRB1/NAIP/GBP1/EIF2AK2/TMSB4X/APOE/MSR1/STAT1/ZNFX1/NUPR1/IRF1/ISG15/CASP4/GRB2/B2M/ALPK1/RPS19/HERC5/TRIM22/PLSCR1/SBNO2/STAT2/MAP3K8/LYN",53,"Microglia","AD_vs_Ctrl","Down"
"GO:0071345","cellular response to cytokine stimulus","48/286","393/8692",0.122137404580153,3.71195216996744,10.1481906443963,1.08425396762366e-15,9.59781612140463e-13,9.59781612140463e-13,"SPPL2A/PTPN2/TNFAIP3/IL21R/CCR1/IFNGR2/CALM1/DICER1/MNDA/MX1/IL15RA/JAK2/OAS1/STAT3/ZFP36/LAPTM5/GAPDH/GBP2/PIM1/PARP9/IFIT1/IL15/AQP4/HCK/NFKB1/PARP14/CD47/PTK2B/PTPN1/IFIT2/NAIP/GBP1/TMSB4X/STAT1/TNFSF13B/IFIT3/IRF1/ISG15/CASP4/CD74/IFITM3/MT2A/ZFP36L1/IL4R/SBNO2/STAT2/LYN/RPL13A",48,"Microglia","AD_vs_Ctrl","Down"
"GO:0009615","response to virus","35/286","222/8692",0.157657657657658,4.79146979146979,10.5551784691529,5.35029756070216e-15,3.78701467775565e-12,3.78701467775565e-12,"TNFAIP3/BCL2L1/IFNGR2/DDX60L/MX1/OAS1/DDX60/GBP2/PARP9/IFIT1/IFIH1/ADAR/NFKB1/RSAD2/TRIM25/IFIT2/GBP1/EIF2AK2/NPC2/STAT1/ENO1/ZNFX1/IFIT3/IFI44/IRF1/ISG15/IFITM3/MX2/CLU/HERC5/TRIM22/IFI6/PLSCR1/STAT2/IFI44L",35,"Microglia","AD_vs_Ctrl","Down"
"GO:0034341","response to type II interferon","21/286","72/8692",0.291666666666667,8.86421911421911,12.3592301430599,5.98940414466551e-15,3.78701467775565e-12,3.78701467775565e-12,"PTPN2/IFNGR2/CALM1/JAK2/GAPDH/GBP2/PIM1/PARP9/AQP4/HCK/PARP14/GCH1/CD47/GBP1/STAT1/IRF1/CD74/IFITM3/SLC11A1/PSMB9/RPL13A",21,"Microglia","AD_vs_Ctrl","Down"
"GO:0002831","regulation of response to biotic stimulus","41/286","316/8692",0.129746835443038,3.94321501283527,9.83038202929132,2.14319023115489e-14,1.18571999538644e-11,1.18571999538644e-11,"HAVCR2/PTPN2/TNFAIP3/MNDA/PIK3AP1/OAS1/CD226/DDX60/GBP2/PIM1/CUL1/PARP9/IFIH1/SERPING1/HCK/PRKCA/HLA-B/PARP14/HLA-E/RSAD2/HLA-A/PTPN1/TRIM25/HLA-DRB1/NAIP/EIF2AK2/APOE/MSR1/STAT1/ZNFX1/IRF1/ISG15/GRB2/B2M/ALPK1/RPS19/HERC5/TRIM22/PLSCR1/STAT2/LYN",41,"Microglia","AD_vs_Ctrl","Down"
"GO:0051607","defense response to virus","29/286","168/8692",0.172619047619048,5.2461704961705,10.2507005639566,1.22881291327682e-13,5.43872595416319e-11,5.43872595416319e-11,"TNFAIP3/BCL2L1/DDX60L/MX1/OAS1/DDX60/GBP2/PARP9/IFIT1/IFIH1/ADAR/RSAD2/TRIM25/IFIT2/GBP1/EIF2AK2/STAT1/ZNFX1/IFIT3/IRF1/ISG15/IFITM3/MX2/HERC5/TRIM22/IFI6/PLSCR1/STAT2/IFI44L",29,"Microglia","AD_vs_Ctrl","Down"
"GO:0006954","inflammatory response","44/286","391/8692",0.112531969309463,3.42002754278969,9.03164126679453,3.77326074798866e-13,1.51822291550889e-10,1.51822291550889e-10,"HAVCR2/PTPN2/TNFAIP3/CCR1/IFNGR2/PIK3AP1/JAK2/STAT3/ZFP36/GBP2/CD163/CUL1/FCGR1A/SIGLEC1/IL15/HCK/NFKB1/FPR1/PIK3CD/BCL6/CD47/HLA-E/NAMPT/HLA-DRB1/NAIP/GBP1/EIF2AK2/TMSB4X/APOE/ADGRE2/TFRC/NUPR1/CASP4/CLU/ACER3/RPS19/SLC11A1/IL4R/HK1/PLSCR1/SBNO2/MAP3K8/LYN/FCGR3A",44,"Microglia","AD_vs_Ctrl","Down"
"GO:0001816","cytokine production","45/286","410/8692",0.109756097560976,3.33566433566434,8.93630418297514,4.82873444103507e-13,1.78099821966844e-10,1.78099821966844e-10,"HAVCR2/TNFAIP3/DICER1/JAK2/OAS1/STAT3/CD226/ZFP36/LAPTM5/GAPDH/FCGR1A/SIGLEC1/IL15/IFIH1/NFKB1/HLA-B/PDE4B/PIK3CD/BCL6/CD47/HLA-E/RSAD2/HLA-A/GPR65/HLA-DRB1/SERPINB1/NAIP/GBP1/EIF2AK2/STAT1/LITAF/XAF1/IRF1/ISG15/CD74/SLC7A5/B2M/CLU/SLC11A1/ITGAV/IL4R/PSMB9/HK1/LYN/FCGR3A",45,"Microglia","AD_vs_Ctrl","Down"
"GO:0045088","regulation of innate immune response","35/286","264/8692",0.132575757575758,4.02919050646323,9.21912037682277,1.08664677982915e-12,3.69961434424909e-10,3.69961434424909e-10,"HAVCR2/PTPN2/TNFAIP3/MNDA/PIK3AP1/OAS1/CD226/DDX60/GBP2/PIM1/PARP9/IFIH1/SERPING1/HCK/HLA-B/PARP14/HLA-E/RSAD2/HLA-A/PTPN1/TRIM25/NAIP/EIF2AK2/APOE/MSR1/ZNFX1/IRF1/ISG15/GRB2/B2M/ALPK1/RPS19/PLSCR1/STAT2/LYN",35,"Microglia","AD_vs_Ctrl","Down"
"GO:0001817","regulation of cytokine production","44/286","405/8692",0.108641975308642,3.30180436847104,8.75024978986578,1.29887936049782e-12,4.10631432111669e-10,4.10631432111669e-10,"HAVCR2/TNFAIP3/DICER1/JAK2/OAS1/STAT3/CD226/ZFP36/LAPTM5/GAPDH/FCGR1A/SIGLEC1/IL15/IFIH1/NFKB1/HLA-B/PDE4B/PIK3CD/BCL6/CD47/HLA-E/RSAD2/HLA-A/GPR65/HLA-DRB1/SERPINB1/NAIP/GBP1/EIF2AK2/STAT1/LITAF/XAF1/IRF1/ISG15/CD74/SLC7A5/B2M/CLU/SLC11A1/IL4R/PSMB9/HK1/LYN/FCGR3A",44,"Microglia","AD_vs_Ctrl","Down"
"GO:0002250","adaptive immune response","31/286","225/8692",0.137777777777778,4.18728826728827,8.93451581515187,8.50574469314796e-12,2.35290162574205e-09,2.35290162574205e-09,"HAVCR2/TNFAIP3/IL21R/PAG1/DBNL/JAK2/C1QB/STAT3/CD226/FCGR1A/HLA-B/PIK3CD/BCL6/PTK2B/HLA-E/RSAD2/HLA-A/HLA-DRB1/CTSL/JUNB/HLA-DRA/TFRC/IRF1/CD74/B2M/LAIR1/CLU/SLC11A1/PSMB9/LYN/FCGR3A",31,"Microglia","AD_vs_Ctrl","Down"
"GO:0045321","leukocyte activation","46/286","471/8692",0.0976645435244161,2.96818256053925,8.10096409854786,1.66377435351855e-11,4.33168546392536e-09,4.33168546392535e-09,"HAVCR2/PTPN2/TNFAIP3/IL21R/PAG1/IFNGR2/ACTB/MNDA/ID2/JAK2/STAT3/CD226/LAPTM5/MCUB/IL15/PIK3CD/BCL6/CD47/PTK2B/HLA-E/RSAD2/HLA-A/LCP2/GPR65/HLA-DRB1/CTSL/LST1/JUNB/ADGRE2/HLA-DRA/TFRC/TNFSF13B/IRF1/CD74/ZFP36L1/GRB2/B2M/CLU/SLC11A1/IL4R/PSMB9/PLSCR1/SBNO2/MAP3K8/LYN/FCGR3A",46,"Microglia","AD_vs_Ctrl","Down"
"GO:0002694","regulation of leukocyte activation","34/286","278/8692",0.122302158273381,3.71695929969311,8.49234199872458,2.34027178378569e-11,5.75446828613081e-09,5.75446828613081e-09,"HAVCR2/PTPN2/TNFAIP3/PAG1/ACTB/MNDA/ID2/JAK2/CD226/LAPTM5/MCUB/IL15/PIK3CD/BCL6/CD47/HLA-E/HLA-A/GPR65/HLA-DRB1/LST1/JUNB/HLA-DRA/TFRC/TNFSF13B/IRF1/CD74/ZFP36L1/B2M/IL4R/PSMB9/PLSCR1/MAP3K8/LYN/FCGR3A",34,"Microglia","AD_vs_Ctrl","Down"
"GO:0002252","immune effector process","33/286","267/8692",0.123595505617978,3.75626620570441,8.437524266738,3.54195198367256e-11,7.83833973986738e-09,7.83833973986738e-09,"HAVCR2/IL21R/C1QB/STAT3/CD226/DDX60/LAPTM5/FCGR1A/SERPING1/HCK/HLA-B/PIK3CD/PTK2B/HLA-E/RSAD2/HLA-A/HLA-DRB1/JUNB/ADGRE2/HLA-DRA/TFRC/CD74/SLC7A5/GRB2/B2M/CLU/RPS19/SLC11A1/PSMB9/HK1/SBNO2/LYN/FCGR3A",33,"Microglia","AD_vs_Ctrl","Down"
"GO:0002181","cytoplasmic translation","24/286","160/8692",0.15,4.55874125874126,8.38019607341341,3.6979038748648e-10,6.84884739895376e-08,6.84884739895376e-08,"RPS11/RPS4X/RPS9/RPL41/RPS20/RACK1/RPL27/RPS7/RPL14/RPL15/GAPDH/RPS15/RPS5/RPL36/EIF2AK2/RPS16/RPS8/RPL28/RPL19/SH3BGRL/RPS6/RPS19/RPL27A/RPL13A",24,"Microglia","AD_vs_Ctrl","Down"
"GO:0030097","hemopoiesis","41/286","438/8692",0.0936073059360731,2.84487658460261,7.30794618264762,8.92083556825076e-10,1.46235623055844e-07,1.46235623055844e-07,"PTPN2/CCR1/ACTB/ID2/JAK2/STAT3/ZFP36/LAPTM5/PIM1/SNX10/ETV6/IL15/PRKCA/HLA-B/PIK3CD/BCL6/PTK2B/RSAD2/GPR65/HLA-DRB1/MAFB/EIF2AK2/CTSL/TMSB4X/JUNB/STAT1/HLA-DRA/TFRC/TNFSF13B/TPM4/TRPM2/IRF1/ISG15/CD74/ZFP36L1/RPS19/GLUL/IL4R/PSMB9/SBNO2/LYN",41,"Microglia","AD_vs_Ctrl","Down"
"GO:0032103","positive regulation of response to external stimulus","36/286","359/8692",0.100278551532033,3.04762646823928,7.30836900025346,1.66665725044276e-09,2.54366378981367e-07,2.54366378981367e-07,"HAVCR2/TNFAIP3/CCR1/MNDA/PIK3AP1/OAS1/STAT3/CD226/DDX60/GBP2/PARP9/IL15/IFIH1/LGMN/HCK/PRKCA/CD47/PTK2B/HLA-E/RSAD2/TRIM25/NAIP/GBP1/EIF2AK2/TMSB4X/MSR1/ZNFX1/NUPR1/IRF1/CASP4/CD74/ALPK1/RPS19/PLSCR1/MAP3K8/LYN",36,"Microglia","AD_vs_Ctrl","Down"
"GO:0006897","endocytosis","41/286","448/8692",0.0915178571428571,2.78137487512488,7.14082741405795,1.75922781904359e-09,2.59544744236231e-07,2.59544744236231e-07,"BCL2L1/DBNL/CALM1/ACTB/MCTP1/RACK1/MX1/IL15RA/HPCA/STAT3/RABGAP1L/FKBP15/FCGR1A/SIGLEC1/IL15/DTNBP1/ARHGAP25/HCK/CD47/IGF2R/PTPN1/CALM3/APOC1/CTSL/DENND1A/HAMP/ANK2/APOE/MSR1/TBC1D2B/TFRC/GRB2/B2M/MX2/ACTG1/CLU/SLC11A1/ITGAV/PLSCR1/GAS7/LYN",41,"Microglia","AD_vs_Ctrl","Down"
"GO:0048525","negative regulation of viral process","12/286","40/8692",0.3,9.11748251748252,9.49109457380961,3.13775480381827e-09,4.33990711303114e-07,4.33990711303114e-07,"MX1/OAS1/ZFP36/IFIT1/IFIH1/RSAD2/EIF2AK2/STAT1/ZNFX1/ISG15/IFITM3/PLSCR1",12,"Microglia","AD_vs_Ctrl","Down"
"GO:0002697","regulation of immune effector process","22/286","153/8692",0.143790849673203,4.37003519356461,7.75710809907668,4.65488047936295e-09,5.56824351396227e-07,5.56824351396227e-07,"HAVCR2/CD226/DDX60/LAPTM5/SERPING1/HLA-B/HLA-E/RSAD2/HLA-A/HLA-DRB1/JUNB/ADGRE2/HLA-DRA/TFRC/CD74/SLC7A5/GRB2/B2M/CLU/RPS19/HK1/LYN",22,"Microglia","AD_vs_Ctrl","Down"
"GO:0019883","antigen processing and presentation of endogenous antigen","8/286","15/8692",0.533333333333333,16.2088578088578,10.8737821794175,6.56647386686135e-09,7.45210598326368e-07,7.45210598326368e-07,"TAPBP/HLA-B/HLA-E/HLA-A/HLA-DRB1/HLA-DRA/CD74/B2M",8,"Microglia","AD_vs_Ctrl","Down"
"GO:0140888","interferon-mediated signaling pathway","13/286","57/8692",0.228070175438596,6.93141945773525,8.28682357909177,2.69769016124167e-08,2.7767387566641e-06,2.7767387566641e-06,"PTPN2/IFNGR2/JAK2/OAS1/PARP9/HCK/PARP14/PTPN1/STAT1/IRF1/ISG15/IFITM3/STAT2",13,"Microglia","AD_vs_Ctrl","Down"
"GO:0001906","cell killing","15/286","86/8692",0.174418604651163,5.30086192876891,7.3931114640806,1.05733792325136e-07,9.12296431928621e-06,9.12296431928621e-06,"HAVCR2/CD226/GBP2/FCGR1A/HLA-B/HLA-E/HLA-A/HLA-DRB1/GBP1/HAMP/HLA-DRA/GRB2/CLU/RPS19/FCGR3A",15,"Microglia","AD_vs_Ctrl","Down"
"GO:1903706","regulation of hemopoiesis","24/286","213/8692",0.112676056338028,3.42440657933616,6.60763639635391,1.17692727788796e-07,9.34586678755351e-06,9.34586678755351e-06,"PTPN2/CCR1/ACTB/ID2/STAT3/ZFP36/PRKCA/HLA-B/BCL6/PTK2B/GPR65/HLA-DRB1/MAFB/JUNB/STAT1/HLA-DRA/IRF1/ISG15/CD74/ZFP36L1/GLUL/IL4R/PSMB9/LYN",24,"Microglia","AD_vs_Ctrl","Down"
"GO:0070661","leukocyte proliferation","18/286","126/8692",0.142857142857143,4.34165834165834,6.96917677806982,1.35831281096435e-07,1.05471798268916e-05,1.05471798268916e-05,"HAVCR2/TNFAIP3/MNDA/JAK2/LAPTM5/IL15/HLA-E/HLA-A/HLA-DRB1/LST1/TFRC/TNFSF13B/IRF1/CD74/CLU/SLC11A1/LYN/FCGR3A",18,"Microglia","AD_vs_Ctrl","Down"
"GO:0030100","regulation of endocytosis","22/286","186/8692",0.118279569892473,3.59470636889992,6.59789195576736,1.71837968920827e-07,1.28872032226977e-05,1.28872032226977e-05,"ACTB/MCTP1/RACK1/IL15RA/HPCA/STAT3/FCGR1A/IL15/DTNBP1/HCK/CD47/PTPN1/CALM3/APOC1/HAMP/APOE/B2M/ACTG1/CLU/SLC11A1/ITGAV/PLSCR1",22,"Microglia","AD_vs_Ctrl","Down"
"GO:0048871","multicellular organismal-level homeostasis","33/286","377/8692",0.0875331564986737,2.66027341358906,6.0791430148815,2.27361224468702e-07,1.59730282460075e-05,1.59730282460075e-05,"PTPN2/TNFAIP3/ACTB/ID2/JAK2/OAS1/CKB/STAT3/ZFP36/ACSL1/IL15/AQP4/PRKCA/PDE4B/PIK3CD/PTK2B/MAFB/HAMP/S100B/STAT1/TFRC/TNFSF13B/TRPM2/ISG15/CD74/ZFP36L1/ACTG1/RPS19/SLC11A1/GLUL/IL4R/PSMB9/LYN",33,"Microglia","AD_vs_Ctrl","Down"
"GO:0048872","homeostasis of number of cells","18/286","133/8692",0.135338345864662,4.11315000788685,6.67325243740644,3.1318283533406e-07,2.03845180763022e-05,2.03845180763022e-05,"PTPN2/TNFAIP3/ID2/JAK2/STAT3/ZFP36/PDE4B/PIK3CD/MAFB/STAT1/TNFSF13B/ISG15/CD74/ZFP36L1/RPS19/GLUL/PSMB9/LYN",18,"Microglia","AD_vs_Ctrl","Down"
